date,neutral,strong_negative,strong_positive,weak_negative,weak_positive,sentiment_index,sentiment_std,total_comments,strong_positive_ratio,weak_positive_ratio,neutral_ratio,weak_negative_ratio,strong_negative_ratio,sentiment_index_smooth
2024-04-01,3,0,0,0,7,0.7,0.12649110640673517,10,0.0,0.7,0.3,0.0,0.0,0.8763157894736842
2024-04-02,3,0,4,0,12,1.0526315789473684,0.29853443187937945,19,0.21052631578947367,0.631578947368421,0.15789473684210525,0.0,0.0,0.8979360165118679
2024-04-03,5,0,7,2,20,0.9411764705882353,0.34133010248025303,34,0.20588235294117646,0.5882352941176471,0.14705882352941177,0.058823529411764705,0.0,0.8464208649967163
2024-04-04,3,0,0,1,7,0.5454545454545454,0.2866737137963964,11,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0,0.8288770053475935
2024-04-05,0,0,0,0,3,1.0,0.11547005383792512,3,0.0,1.0,0.0,0.0,0.0,0.7399577167019027
2024-04-06,17,0,3,0,23,0.6744186046511628,0.27993038210622134,43,0.06976744186046512,0.5348837209302325,0.3953488372093023,0.0,0.0,0.763267740011926
2024-04-07,9,0,1,1,15,0.6153846153846154,0.27083915181126633,26,0.038461538461538464,0.5769230769230769,0.34615384615384615,0.038461538461538464,0.0,0.5410455177897039
2024-04-08,4,0,0,0,2,0.3333333333333333,0.16733200530681513,6,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.42735042735042733
2024-04-09,28,0,2,4,17,0.3333333333333333,0.2474021890308469,51,0.0392156862745098,0.3333333333333333,0.5490196078431373,0.0784313725490196,0.0,0.40240240240240244
2024-04-10,20,0,3,0,14,0.5405405405405406,0.28039011861800445,37,0.08108108108108109,0.3783783783783784,0.5405405405405406,0.0,0.0,0.45795795795795796
2024-04-11,10,0,0,0,10,0.5,0.20104987598001384,20,0.0,0.5,0.5,0.0,0.0,0.5405405405405405
2024-04-12,33,0,4,1,36,0.581081081081081,0.2703269100221392,74,0.05405405405405406,0.4864864864864865,0.44594594594594594,0.013513513513513514,0.0,0.563258911084998
2024-04-13,11,0,2,0,10,0.6086956521739131,0.2728853296937293,23,0.08695652173913043,0.43478260869565216,0.4782608695652174,0.0,0.0,0.7299255777516648
2024-04-14,1,0,1,0,5,1.0,0.31471831698777725,7,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0,0.7695652173913045
2024-04-15,24,0,7,2,37,0.7,0.3110258189305316,70,0.1,0.5285714285714286,0.34285714285714286,0.02857142857142857,0.0,0.7518518518518519
2024-04-16,5,0,1,2,10,0.5555555555555556,0.2617188033484484,18,0.05555555555555555,0.5555555555555556,0.2777777777777778,0.1111111111111111,0.0,0.608994708994709
2024-04-17,6,0,0,0,8,0.5714285714285714,0.183374953650638,14,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.6276938959865789
2024-04-18,15,0,5,0,21,0.7560975609756098,0.32855930897205626,41,0.12195121951219512,0.5121951219512195,0.36585365853658536,0.0,0.0,0.5334178017104846
2024-04-19,14,0,0,1,7,0.2727272727272727,0.18233692233542073,22,0.0,0.3181818181818182,0.6363636363636364,0.045454545454545456,0.0,0.5572273255200084
2024-04-20,7,0,2,0,5,0.6428571428571429,0.35238590235113576,14,0.14285714285714285,0.35714285714285715,0.5,0.0,0.0,0.5591630591630592
2024-04-21,13,0,3,0,26,0.7619047619047619,0.27212759185453467,42,0.07142857142857142,0.6190476190476191,0.30952380952380953,0.0,0.0,0.6576479076479077
2024-04-22,19,0,2,1,22,0.5681818181818182,0.2701107751771625,44,0.045454545454545456,0.5,0.4318181818181818,0.022727272727272728,0.0,0.6338383838383839
2024-04-23,4,0,0,1,9,0.5714285714285714,0.17851647506079618,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.0,0.5308135260965449
2024-04-24,26,0,1,2,24,0.4528301886792453,0.22921586532627142,53,0.018867924528301886,0.4528301886792453,0.49056603773584906,0.03773584905660377,0.0,0.5365415379221178
2024-04-25,20,0,5,1,15,0.5853658536585366,0.30162163343516585,41,0.12195121951219512,0.36585365853658536,0.4878048780487805,0.024390243902439025,0.0,0.523843125223705
2024-04-26,6,0,1,1,7,0.5333333333333333,0.322490309931942,15,0.06666666666666667,0.4666666666666667,0.4,0.06666666666666667,0.0,0.5312330623306233
2024-04-27,19,0,0,1,20,0.475,0.20631069425529683,40,0.0,0.5,0.475,0.025,0.0,0.5081541218637993
2024-04-28,12,0,1,2,16,0.5161290322580645,0.26800738234094845,31,0.03225806451612903,0.5161290322580645,0.3870967741935484,0.06451612903225806,0.0,0.34889486260454
2024-04-29,15,0,0,1,2,0.05555555555555555,0.11881770515720093,18,0.0,0.1111111111111111,0.8333333333333334,0.05555555555555555,0.0,0.31775451172734703
